ID,USER_ID,ORDER_DATE,STATUS,DBT_SCD_ID,_ETL_LOADED_AT,DBT_UPDATED_AT,DBT_VALID_FROM,DBT_VALID_TO
17,71,2018-01-18,completed,3fcb450a8534f30a7cdeb4db4b6726d6,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
18,64,2018-01-20,returned,9cf7d00ee3aae64397ad5dc09679bdea,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
19,54,2018-01-22,completed,5ccceec46584dc457b8b42b2632bc689,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
20,20,2018-01-23,completed,be23d15a47368a9f2a2d98455b300d69,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
21,71,2018-01-23,completed,aaa7b062225aeaaeb2bd50ee2a7eb016,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
22,86,2018-01-24,completed,f8538d167dd004bd5c9e3f2630c33018,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
23,22,2018-01-26,return_pending,380c8b22a8fe907ab045729376d16375,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
24,3,2018-01-27,completed,6cf70b142a8c9ad5884247b60236cc5f,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
25,51,2018-01-28,completed,5a614578f1a9dd2f41e96d0bd9387a1b,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
26,32,2018-01-28,completed,b3f9bb68aba9bceda19ba529977a2ef5,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
27,94,2018-01-29,completed,98097ebd681b0f5e1e1d15ae3dcb6988,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
28,8,2018-01-29,completed,959dcec8841faf40c8f5c956cdabb1ce,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
29,57,2018-01-31,completed,e06b2b93d5646d3361ff37e95b34c5e2,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
30,69,2018-02-02,completed,7649b65958a1aee2dc38c50f6f4645ec,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
31,16,2018-02-02,completed,e8494a14b1c2b8c26e3829b6bd71c96c,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
32,28,2018-02-04,completed,a116db6ef66f0024e1dceece2c27b0d1,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
33,42,2018-02-04,completed,20520838f89eb257fa7273391791121e,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
34,38,2018-02-06,completed,227e137cf0007c159f2a96e62b9c7bc9,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
35,80,2018-02-08,completed,2bc433edd1d95a6d47584e2046782e62,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
36,85,2018-02-10,completed,da9b96efd96c11757748e92a85c0db70,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
37,1,2018-02-10,completed,80c9980050ea5f2bcf03f2a134cf81b9,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
38,51,2018-02-10,completed,5952766e680a7d2cadc3e5e62e33eb87,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
39,26,2018-02-11,completed,001008d3c000239645b2cc4f38593e2f,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
40,33,2018-02-13,completed,4bd274f7df6e2c6bc55bc0ed94b9e669,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
41,99,2018-02-14,completed,08d6dd8ac3366cded94f2992f086f448,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
42,92,2018-02-16,completed,e72a68017cad5397aa8b68a44509180f,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
43,31,2018-02-17,completed,1bcf0dce590134772d1833c8fc7ad469,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
44,66,2018-02-17,completed,30a85af360dd789620ff3de8b1eccf07,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
45,22,2018-02-17,completed,bd96db360cf35f0cbfd65d2a2f9c54a9,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
46,6,2018-02-19,completed,db9cef98280acfab4a7a919ccf8700a2,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
47,50,2018-02-20,completed,50cc322670c886c97ede2af5a1773930,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
48,27,2018-02-21,completed,d07099e7f09b1a70ba846d2fe9303ba7,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
49,35,2018-02-21,completed,f7753f3dfba677442c40c031c876005e,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
50,51,2018-02-23,completed,233629c2e21b32c16064c89777f25b2d,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
51,71,2018-02-24,completed,37acf0d46543d2d0cb52ac768dfcd15b,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
52,54,2018-02-25,return_pending,575e5e0e78a14781028cec8b423d959e,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
53,34,2018-02-26,completed,86baafe268f50f8fc3102c60f98b1f38,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
54,54,2018-02-26,completed,2be31c2dbb9e9047162c99702c4ca0d8,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
55,18,2018-02-27,completed,1385fd3a742519014c89c74032097417,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
56,79,2018-02-28,completed,999820fffc59f212acc0254fa7439724,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
57,93,2018-03-01,completed,8590b7e1e3397086aa7f7516eda1d13d,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
58,22,2018-03-01,completed,9fa024b9d380cd9a96453ccc4c18ff2d,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
59,30,2018-03-02,completed,e4653b8aab5ff3f67774dc6ad04c5303,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
60,12,2018-03-03,completed,fef999fb85478128f12e02c5d6f6fd6c,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
61,63,2018-03-03,completed,145262f736fb3e7d085057ad5e20080c,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
62,57,2018-03-05,completed,c464dfbaa434ff3d24b54ee03758f358,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
63,70,2018-03-06,completed,33435dd841fcfb7420407c445f345c00,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
64,13,2018-03-07,completed,d77aa043778b6f84ecfefd95fe5d1c41,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
65,26,2018-03-08,completed,c066937c18550c692cd4352c51088de0,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
66,36,2018-03-10,completed,e561bd1c33f1e79e608ad7e06ff9a474,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
67,79,2018-03-11,completed,4b8c7917114540d3bdbb74beaaa6c0e9,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
68,53,2018-03-11,completed,f5a13bc71b0fe84cd78c410cad16fe11,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
69,3,2018-03-11,completed,2e4a790be837d8447535db5c714a3f2a,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
70,8,2018-03-12,completed,baaccb93afb2b563658642f7a879106f,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
71,42,2018-03-12,shipped,c0a444fa0d589d072a1c9a8ad9a83e63,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
72,30,2018-03-14,shipped,d545f04756fe4f2a37c24943c07ba249,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
73,19,2018-03-16,completed,4d232f5469f319b132e1eaa5eaf4c7ba,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
74,9,2018-03-17,shipped,ce963f3da90828cdfff2a4d5362f5014,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
75,69,2018-03-18,completed,f38eabd1eef1dc52233b8330ae002dc7,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
76,25,2018-03-20,completed,452a9f2be552a0e3b9194717ca8d331b,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
77,35,2018-03-21,shipped,7e0870976821a8ffc024761c57bf89bb,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
78,90,2018-03-23,shipped,2c8363ecf58f235314cdeb57ae6172ca,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
79,52,2018-03-23,shipped,15cf7e48951fcfce0d4703f7f7a6d95e,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
80,11,2018-03-23,shipped,e795893f930ed760b40f947f83d6e2fa,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
81,76,2018-03-23,shipped,67c18ee86023cecad8c4da4a349282b6,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
82,46,2018-03-24,shipped,3b10b361bf1edaab740a60615c301995,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
83,54,2018-03-24,shipped,329d83fb2dd7200eaaf6bd09ed1b3d23,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
84,70,2018-03-26,placed,87ceb1284ad4ddbbf47a346542054906,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
85,47,2018-03-26,shipped,c7d3f392a413da0a633af4ce559fe9e9,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
86,68,2018-03-26,placed,9e9a90d5cc588a2eb7401ddd3359d82a,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
87,46,2018-03-27,placed,e75475634fd9b41bad19f3b7793d8aaf,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
88,91,2018-03-27,shipped,90085d381d6db02d044853a7257e2a9f,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
89,21,2018-03-28,placed,eceadc8bac6e1b8d3e22c272afb806b3,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
90,66,2018-03-30,shipped,7a8b03c887f675a126ca233ff43de0f0,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
91,47,2018-03-31,placed,5f74802ac86d0297d201d390e5a581f3,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
92,84,2018-04-02,placed,eed492da657c8ae5a0359057f3071509,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
93,66,2018-04-03,placed,b87439447436c05cf94a96d752811e06,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
94,63,2018-04-03,placed,160cd632ec20fc0a058d1bd2ccb54a43,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
95,27,2018-04-04,placed,6451a07a692208ef5fbf4e61e794bbc1,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
96,90,2018-04-06,placed,c629f27378cd00b8d8997466016fe2e8,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
97,89,2018-04-07,placed,6583feeddf7579b4ff61cb23fcd17d51,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
98,41,2018-04-07,placed,aa69590844877b2bcc699ce7f7fedff4,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
99,85,2018-04-09,placed,ea36423e7d017ba7d69f92087d8a3e59,2026-08-02 01:25:11.485,2026-08-20 13:38:26.723,2026-08-20 13:38:26.723,9999-12-31 00:00:00.000
100,100,2025-02-15,placed,fff9456cc9486bd6db07865018c8c1fb,2026-08-20 07:22:04.924,2026-08-20 14:36:38.757,2026-08-20 14:36:38.757,2026-08-20 14:37:16.994
100,100,2025-02-15,shipped,598a24de75c23f45afae814df1246b84,2026-08-20 07:37:03.562,2026-08-20 14:37:16.994,2026-08-20 14:37:16.994,9999-12-31 00:00:00.000
101,84,2025-02-15,placed,b59009c6aecc688084a576c6398b7f51,2026-08-20 07:22:04.924,2026-08-20 14:36:38.757,2026-08-20 14:36:38.757,2026-08-20 14:37:16.994
101,84,2025-02-15,shipped,e48c1e87f7a55ab7c0653f31d2be17a4,2026-08-20 07:37:03.562,2026-08-20 14:37:16.994,2026-08-20 14:37:16.994,9999-12-31 00:00:00.000
102,42,2025-02-15,placed,70f2ff67eafacd925e193d9ab76eace7,2026-08-20 07:22:04.924,2026-08-20 14:36:38.757,2026-08-20 14:36:38.757,2026-08-20 14:37:16.994
102,42,2025-02-15,shipped,0a05eb8e2f8c63807a52e2fc028faea2,2026-08-20 07:37:03.562,2026-08-20 14:37:16.994,2026-08-20 14:37:16.994,9999-12-31 00:00:00.000
103,27,2025-02-15,placed,6823e97a1975134d3bd530c80508999e,2026-08-20 07:22:04.924,2026-08-20 14:36:38.757,2026-08-20 14:36:38.757,2026-08-20 14:37:16.994
103,27,2025-02-15,shipped,e93a8c7a94ecbeaa3289ca5dc845dd3d,2026-08-20 07:37:03.562,2026-08-20 14:37:16.994,2026-08-20 14:37:16.994,9999-12-31 00:00:00.000
104,66,2025-02-15,placed,1a98adda2eea067c9d4a2c1bb6ca26fe,2026-08-20 07:22:04.924,2026-08-20 14:36:38.757,2026-08-20 14:36:38.757,9999-12-31 00:00:00.000
