ID,CUSTOMER,ORDERED_AT,STORE_ID,SUBTOTAL,TAX_PAID,ORDER_TOTAL
0dd10815-2c33-4045-8fdd-ec8327547896,c2880288-0982-493a-b7b5-17646d453dff,2016-09-16T11:21:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
0de219d6-1b25-4e30-ad96-eeefb0366746,b028022d-60ff-416a-9106-f3e73dac72d2,2016-09-14T07:32:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
0e2ea372-2acf-4ba5-9d2c-14678c2c5b9c,312da57f-7410-41f0-b429-91b48047edc3,2016-09-10T12:25:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,5300,318,5618
0e445237-a418-475a-b0c3-0419eab8a8d7,197ce683-0876-41d9-b9b1-c95541abcff9,2016-09-13T08:14:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
0ef26fbf-9adc-48c9-898d-c9cab078ea89,197ce683-0876-41d9-b9b1-c95541abcff9,2016-09-07T07:39:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
0ef41b9e-80b5-489f-8e75-7314d5df39bc,e2fdd593-6e2b-44b9-900f-4ce6059f0e7d,2016-09-08T08:44:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2600,156,2756
0f0833ef-751d-4e1a-b4af-a444c88e2390,1b2317ad-d359-4dce-9eb1-062a68201396,2016-09-21T14:25:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1800,108,1907
0f2fd01c-ae20-42a8-9684-f3d69dec1494,7db5dfa7-a22a-4256-a935-6d66bc0bc58b,2016-09-06T08:37:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
0fda4632-afe0-43d3-8c8d-d75f85632f08,dd3b89f6-3929-46fc-91cb-d62cee594688,2016-09-21T07:13:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
0fe0aa6f-811e-4c36-add1-c3231c9f6e60,c074e00d-755a-4ee3-9efb-9d6786b9517e,2016-09-20T08:18:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
102f7801-5a39-425b-b8a8-aafffde757b3,b57e8de6-9ffe-4318-8d96-ed66f6f29452,2016-09-21T07:48:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
108ca038-e2f5-4c38-82f1-0445ae7a6cef,7db5dfa7-a22a-4256-a935-6d66bc0bc58b,2016-09-02T07:56:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
10a1b110-60f0-4ee6-ac1f-84df2d8296bd,7db5dfa7-a22a-4256-a935-6d66bc0bc58b,2016-09-01T08:04:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530
10f2a7d1-d82e-4a8f-bec4-f1ca9ea9896b,1d50c253-2f19-4217-8a39-63a9285e8d81,2016-09-16T16:38:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
1105eb8f-eeba-471e-9627-8ee7dcdcaf8d,8e7f1295-5c2a-4607-bb18-4c1fd2d56fca,2016-09-22T17:50:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530
11225ae3-7bc0-4952-8895-ebece7e53ab4,99f1a605-b7a8-445f-ba72-52d309e7078d,2016-09-03T11:02:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,0,0,0
12477bc1-977a-4a8e-bb23-0a23526e5f48,3dd5e6a2-b23b-4ee5-b866-34d2e0a1cd88,2016-09-07T08:26:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530
12600c86-7bce-411d-9e1b-91551e0e856a,b0d4d79d-25cc-4383-88ed-1fc342166ccf,2016-09-08T08:05:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
12bff4ef-1f08-456b-ba9b-5686d08efd72,d1747387-f31d-48d2-822b-699d6eb93a2b,2016-09-02T08:55:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
12dfce3c-b1b2-4138-975d-b23522a9f219,d1747387-f31d-48d2-822b-699d6eb93a2b,2016-09-22T08:20:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
136b3bcf-1022-4e40-9123-9ec5a462df42,7db5dfa7-a22a-4256-a935-6d66bc0bc58b,2016-09-22T08:08:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530
138b6df9-0e7b-4213-bed2-0df45504eda3,6f268812-0b7b-43a3-b56e-39aaf71a5dba,2016-09-13T10:08:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2200,131,2332
13a9491e-e8bd-4b8b-887e-726bd5ecd868,c8561416-e50b-42c5-9d99-12c614d3c1e4,2016-09-06T10:05:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1900,113,2014
13f9d022-36ef-48a8-aaf3-02a7abf89af4,aadf86e7-5ffa-459c-b0c6-39c2f2dcc137,2016-09-17T09:53:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2900,174,3074
1435572e-3920-43e3-8a99-4b13c2f711d3,b57e8de6-9ffe-4318-8d96-ed66f6f29452,2016-09-19T07:56:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742
144b4484-2919-43c0-935e-f6e87747ca99,8715bdb5-b31c-48eb-b7d9-b5dcd38a1de6,2016-09-08T07:21:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530
14c6fe9f-7fb9-45e2-b584-49bedf152e68,7cd5e7f3-39c8-48ce-950a-1b70449e7829,2016-09-16T19:36:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
14ea2b9d-543b-4d46-bd31-119558d890aa,9bb9e572-d84b-4150-9ae3-6c40a9db726e,2016-09-16T12:06:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2300,138,2438
150eaa01-2d46-42f1-83a8-f41109e57a7e,ee77f7ea-85a5-4ebc-8211-362592fb73d9,2016-09-06T07:17:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
1515a167-ae32-4202-892c-e39f8907dff1,90831ddd-286f-4f2d-9c72-bfd03c07460c,2016-09-12T11:07:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1200,72,1272
153d5464-e50f-4460-81e4-18135651fe36,8715bdb5-b31c-48eb-b7d9-b5dcd38a1de6,2016-09-07T08:11:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742
157d5114-29d8-469d-b981-77d1e94b2163,30169b50-82a4-4785-bafd-3ea0a7813812,2016-09-16T09:33:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1900,113,2014
15f34c3d-95a7-49b9-b9c4-d30772ebde21,ab7dbeec-fce2-4391-ae75-05274a0e7e75,2016-09-16T08:25:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1000,60,1060
1639cf8e-903e-40f3-8e25-ae77443cc748,260ad0e2-e824-4b2c-bdcf-1a2ea887ebdd,2016-09-20T13:19:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1700,102,1802
1640ec54-2580-4bae-bf3b-0399bf1f46c3,58f1f390-bbbd-4dc0-8ba3-e22150dd49a5,2016-09-03T10:59:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,6800,408,7208
164ad670-76f8-43b0-948a-ec5281f5f957,ee77f7ea-85a5-4ebc-8211-362592fb73d9,2016-09-07T08:14:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
164c5375-2ea8-4d71-9ecc-b36ee0965724,c93c6590-67d9-4158-aa3c-56b31e7fa654,2016-09-16T08:13:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742
16bb487f-9b48-4e80-97e7-1515052e1027,29a9dfd0-5ff8-4fdb-a3d5-d7a3928e5f00,2016-09-20T07:57:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
1757c7a8-a012-4b6c-a414-c6822ddb2ae2,c0989acc-466e-4107-9990-879c0a599f7f,2016-09-05T12:10:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2300,138,2438
17c2d4c5-0b18-40bb-bc5e-52097653bafe,cec6d6a6-2407-495a-92fb-218b3471cf04,2016-09-13T08:55:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
17dc2b24-e8a5-4e7c-83ae-23df1a0ce84b,9aa562f6-e21f-440e-996e-4921fa827284,2016-09-12T11:18:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2000,120,2120
17fc2dc9-9890-46c6-88f9-d0148b0b69f2,9f0be1ee-2d27-495e-b63e-6ef23b4f8f40,2016-09-22T08:55:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
181c6676-76fa-4fda-aa2d-009476817bfe,5498fa51-5a08-411e-a034-3148ad7c5716,2016-09-14T13:05:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
18253ab4-79cc-47b2-820c-e2e70b57876d,c0989acc-466e-4107-9990-879c0a599f7f,2016-09-13T11:51:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1700,102,1802
1841d415-a2a1-434b-b18f-fecf00f10ea3,9aa562f6-e21f-440e-996e-4921fa827284,2016-09-10T13:43:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1700,102,1802
1868f75d-64e7-41f9-b5a4-fba93f2071cb,5c214d79-5d83-42e6-929f-c0275f7c28fc,2016-09-18T11:27:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,7000,420,7420
18a9b2bf-176b-4061-8933-01a593aed9e5,e522c479-a277-4f1f-a522-07b64aeb54a7,2016-09-14T12:24:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,4000,240,4240
18c2b448-084a-488c-ad44-21e70b40974d,cec6d6a6-2407-495a-92fb-218b3471cf04,2016-09-20T08:15:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742
191d7153-0f4f-4a5a-957d-ed67e4e3caab,96c8937f-d99c-4515-acec-db24d07768f9,2016-09-09T12:42:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2000,120,2120
1941a24a-f7ed-4225-8ffc-a11aee2dd56a,478cbaf5-21f9-444a-b6ee-145c902181b7,2016-09-19T07:00:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
19eaa539-47ba-42ed-831a-af7a55878838,545b7872-c4e0-4687-8b2f-1d13c03ca2ab,2016-09-13T07:41:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
19f198e5-ff27-45de-997b-7458b333f1ee,1d50c253-2f19-4217-8a39-63a9285e8d81,2016-09-02T12:19:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742
1a5c7143-243d-43d1-8617-e836e1b4096d,c0989acc-466e-4107-9990-879c0a599f7f,2016-09-15T12:08:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,4000,240,4240
1a7d56ee-864e-444a-9bf3-c5dcc2f27e56,b9b25607-9aa6-407b-a217-ca3a6ac85ee0,2016-09-07T07:49:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
1ad667cc-5eb0-4815-9606-a54eb0bea6a6,ec5336c1-c2be-4b19-bf92-e56b5cf4058c,2016-09-22T14:02:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3000,179,3180
1b285c4d-9d10-4616-8d91-73c380b13b31,32220862-dcf9-4740-8c98-99557c0faf5f,2016-09-21T15:27:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
1b2e0045-7fb0-406d-9bba-ffbde6492590,ab7dbeec-fce2-4391-ae75-05274a0e7e75,2016-09-22T14:42:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1100,65,1166
1b3c4069-c5c3-4943-86a8-f56724a45910,fd560bc8-60b7-4dbf-93e1-6eba6934f599,2016-09-13T08:17:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
1b3efe7a-79df-4fc7-9aec-aa2785deeff6,8715bdb5-b31c-48eb-b7d9-b5dcd38a1de6,2016-09-16T07:58:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
1b5960f0-2f2f-4795-9dd0-9b881efe7dfa,c0822f00-24dd-4196-95f9-6192ea457af3,2016-09-21T16:47:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530
1b5e8a98-339a-46e2-b016-22b73c5034cc,d1747387-f31d-48d2-822b-699d6eb93a2b,2016-09-16T08:24:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
1b71f03a-c119-41af-a6d4-3c5a1f53049a,df480bfd-ab00-4510-a9aa-7c221ebbd89b,2016-09-09T10:34:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2300,138,2438
1b8d59aa-c586-48c0-a63c-92b2427272bd,dbafe507-fda2-48b3-ac00-a14c080210a2,2016-09-08T08:20:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530
1bc0e5aa-337f-4e8f-a3bf-6504c66139f2,30169b50-82a4-4785-bafd-3ea0a7813812,2016-09-13T14:12:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530
1bdef949-b9c8-46ed-a5d5-90da009a9777,3e48b610-9d7b-4517-95ac-a681038a2855,2016-09-17T12:00:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2400,144,2544
1c76c4f1-d4fd-48a5-871c-6ba3562ab51e,dbafe507-fda2-48b3-ac00-a14c080210a2,2016-09-20T08:17:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
1d0cd109-f2c6-4b0d-a5d3-ea3154bf17d5,e522c479-a277-4f1f-a522-07b64aeb54a7,2016-09-12T11:38:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,4000,240,4240
1d3fd6c7-66ec-4b99-8a90-fa4953cddcdf,dcfbe751-f532-4901-9574-56e490212f8d,2016-09-01T15:46:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1600,96,1696
1d55d4e1-0632-444b-ac90-8d6b5a29e329,c0989acc-466e-4107-9990-879c0a599f7f,2016-09-20T11:38:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3800,227,4028
1d70ba85-01c4-4e1a-ab3f-6dcfbb89f038,1171575c-dd12-412e-a49f-54613cdf14ef,2016-09-01T19:27:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
1d99f6a3-4d31-4c84-a0d4-88cfd92b219e,f742fcc7-ebe1-4d30-a740-a60da005dbf0,2016-09-11T13:15:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,4400,263,4664
1f239189-d6b0-47e9-8de2-238aa06725c6,d7093e25-a54d-4730-8fcf-0258e220b078,2016-09-16T13:17:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2300,138,2438
1f63f5e0-6ad5-4529-ac4d-f0149912ba92,7c76af9c-d5fd-460e-82d9-5a7b2a4a118b,2016-09-12T08:01:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
1fa8318d-4748-4b94-8e0a-2a2db7f86d56,6a0a2dbe-bc63-4254-8f1b-b07e54cfe560,2016-09-10T13:10:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1700,102,1802
1fbf0dd0-7144-4a51-8d70-a046b19d3aa1,906c6b58-de58-429c-a0d3-93e8d1f52ed7,2016-09-19T07:23:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530
1fc5827d-20d8-4594-9584-7db57916a36d,e3afd136-901c-4557-ad38-9721b1da3d6d,2016-09-14T07:57:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
1ff06694-6a05-4635-8b10-0626b6e56455,c8561416-e50b-42c5-9d99-12c614d3c1e4,2016-09-20T14:30:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
20603c29-5982-46ee-8367-ea29755280e2,b0d4d79d-25cc-4383-88ed-1fc342166ccf,2016-09-09T07:56:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
208f808a-afe8-44ea-a735-c9bb7fd51d32,8b7f9b7f-90b6-4887-88f8-0e198a9b007d,2016-09-16T07:52:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
209cc507-3e8d-4612-a56c-3995490e9902,eb8a5b36-47a8-47ca-9c1b-6417cf79f4b2,2016-09-08T07:47:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
20d6e427-5c3c-4899-aa5c-57bd940e8924,3d03656b-09e3-4786-a347-4f45e4218db9,2016-09-01T17:08:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
21509b6b-8b29-4ef5-9b41-d678810e0aba,b6d57095-e0a2-4811-86f2-01c596ee24fa,2016-09-06T09:05:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1300,78,1378
21cda2ea-38ff-4f37-9084-d182cae08620,197ce683-0876-41d9-b9b1-c95541abcff9,2016-09-12T08:07:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424
22bc866c-589a-42d0-8cd5-0f4e8489dbdd,7cd5e7f3-39c8-48ce-950a-1b70449e7829,2016-09-08T13:31:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1700,102,1802
22fc7833-85b9-42a9-b3cc-91f6b0c3ee9e,0a5d7d24-6eab-4992-bdd1-8040f4a3d4cf,2016-09-05T13:43:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1400,84,1484
231aa046-77c9-46a2-ab14-cf72eecce863,0a5516f7-0a39-4fce-8e3c-97fd82d48389,2016-09-03T12:06:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3900,234,4134
231bd70d-6c3a-4c34-b66e-e00973bf8936,7c76af9c-d5fd-460e-82d9-5a7b2a4a118b,2016-09-08T07:58:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530
2326c8ff-fa31-4b43-95bd-d96ca2456172,5498fa51-5a08-411e-a034-3148ad7c5716,2016-09-09T12:51:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636
