ID,USER_ID,ORDER_DATE,STATUS,_ETL_LOADED_AT,DBT_SCD_ID,DBT_UPDATED_AT,DBT_VALID_FROM,DBT_VALID_TO
56,79,2018-02-28,completed,2026-08-02 01:25:11.485000,1bc1fd5e921a62de6797345116b1b8df,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
57,93,2018-03-01,completed,2026-08-02 01:25:11.485000,b867a5e6453343a4faa21861484f6788,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
58,22,2018-03-01,completed,2026-08-02 01:25:11.485000,ff89b75a5e502ed3562972d3823cc0af,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
59,30,2018-03-02,completed,2026-08-02 01:25:11.485000,4323d20b9666ae27f362f8ba7da75702,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
60,12,2018-03-03,completed,2026-08-02 01:25:11.485000,bd2f8c7d1aba386ed1d741c27f72470f,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
61,63,2018-03-03,completed,2026-08-02 01:25:11.485000,c5c2421f0f38d986696c38b6793ddfdc,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
62,57,2018-03-05,completed,2026-08-02 01:25:11.485000,6adf1ceb0f7e27e569cdd059ab30e015,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
63,70,2018-03-06,completed,2026-08-02 01:25:11.485000,34561655880e898528f2908c9cda6acf,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
64,13,2018-03-07,completed,2026-08-02 01:25:11.485000,94345540fbd228fea04c7b05e9a2b574,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
65,26,2018-03-08,completed,2026-08-02 01:25:11.485000,64304a06293b22e17b9dea85d013aab5,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
66,36,2018-03-10,completed,2026-08-02 01:25:11.485000,9223b6f2e1113bc2ba1cf43b8e3eebeb,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
67,79,2018-03-11,completed,2026-08-02 01:25:11.485000,55103cbc4db253ea220845bdc48508a4,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
68,53,2018-03-11,completed,2026-08-02 01:25:11.485000,d94f0acd7cfbdb78112f5759365579b9,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
69,3,2018-03-11,completed,2026-08-02 01:25:11.485000,86d60efc852483969b146682958c29e4,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
70,8,2018-03-12,completed,2026-08-02 01:25:11.485000,e89c8fb3ee7dffdcd60a876457057ba5,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
71,42,2018-03-12,shipped,2026-08-02 01:25:11.485000,7579033c7e876d08141a5c1ea319369b,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
72,30,2018-03-14,shipped,2026-08-02 01:25:11.485000,1634e77e14d4687cfb39a54d099c1b15,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
73,19,2018-03-16,completed,2026-08-02 01:25:11.485000,d56ab404466ab883a6d5edf44eebc5bb,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
74,9,2018-03-17,shipped,2026-08-02 01:25:11.485000,c7f8210af292e6ff8ab65961955ce950,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
75,69,2018-03-18,completed,2026-08-02 01:25:11.485000,6c1247b54e37a8a2c1ed1e816e8d2161,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
76,25,2018-03-20,completed,2026-08-02 01:25:11.485000,6d198c7f1c2fd1585eadf6615f6cf956,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
77,35,2018-03-21,shipped,2026-08-02 01:25:11.485000,f59f9bb72df6413ba950994f242443fa,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
78,90,2018-03-23,shipped,2026-08-02 01:25:11.485000,690c80df888ad966d3bca4c6b6a15d84,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
79,52,2018-03-23,shipped,2026-08-02 01:25:11.485000,b4f43f57e01d09532bf62d1028d379b6,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
80,11,2018-03-23,shipped,2026-08-02 01:25:11.485000,f6129de7730a8818afa8df80dfccc165,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
81,76,2018-03-23,shipped,2026-08-02 01:25:11.485000,21f4ec51384a775359cd0f856de8bd57,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
82,46,2018-03-24,shipped,2026-08-02 01:25:11.485000,c495dbe33dbee297567187a97b5ef85f,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
83,54,2018-03-24,shipped,2026-08-02 01:25:11.485000,245cfd77304493a852be4720b9ce687c,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
84,70,2018-03-26,placed,2026-08-02 01:25:11.485000,8099b5c856f9cc2fd680d30e4f27748c,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
85,47,2018-03-26,shipped,2026-08-02 01:25:11.485000,7b6d109c86a6c2c2ad90a7278e03292b,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
86,68,2018-03-26,placed,2026-08-02 01:25:11.485000,c5f00a0faf2520d9dd57c4437255e369,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
87,46,2018-03-27,placed,2026-08-02 01:25:11.485000,fc8c939e6236e5158e8c07a0789c2bfa,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
88,91,2018-03-27,shipped,2026-08-02 01:25:11.485000,2e050e507aa74b80338272d2a1324ee9,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
89,21,2018-03-28,placed,2026-08-02 01:25:11.485000,0af51add05116a3333f49fca8e8cd823,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
90,66,2018-03-30,shipped,2026-08-02 01:25:11.485000,b39ef4d7bd731372de97307481427b85,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
91,47,2018-03-31,placed,2026-08-02 01:25:11.485000,e30be75e58732310634c5405582abae6,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
92,84,2018-04-02,placed,2026-08-02 01:25:11.485000,45c42f9e6985584a11f007b55c5fc788,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
93,66,2018-04-03,placed,2026-08-02 01:25:11.485000,f5177607d51b205530ebde3fc21a690b,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
94,63,2018-04-03,placed,2026-08-02 01:25:11.485000,5a0418116ee8af8d6f445e3e12883948,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
95,27,2018-04-04,placed,2026-08-02 01:25:11.485000,8a0faa3d6be9c266200e3b6c9efb95a2,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
96,90,2018-04-06,placed,2026-08-02 01:25:11.485000,64770a5bb8c72bd547ae44ee06fcb36e,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
97,89,2018-04-07,placed,2026-08-02 01:25:11.485000,fc14b05b8a0af643d2f0a8431e0e6106,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
98,41,2018-04-07,placed,2026-08-02 01:25:11.485000,c88f329388c303d15ea99ed7cedd64f8,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
99,85,2018-04-09,placed,2026-08-02 01:25:11.485000,68f2b600690bdcd3c0e2db7938a61ff8,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
100,100,2025-02-15,shipped,2026-08-20 07:37:03.562000,f4fb4c3da8ad969356655b924070d0ab,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
101,84,2025-02-15,shipped,2026-08-20 07:37:03.562000,69d830df39ec79657423388cb4352116,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
102,42,2025-02-15,shipped,2026-08-20 07:37:03.562000,dcdd432aa925a8766550b3b20dfce2a5,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
103,27,2025-02-15,shipped,2026-08-20 07:37:03.562000,59e5ee359141694a9183a9e8a4d2e21c,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
104,66,2025-02-15,placed,2026-08-20 07:22:04.924000,a21dcc9b93894959e1dce88aa8b101da,2026-08-21 12:00:12.958000,2026-08-21 12:00:12.958000,9999-12-31 00:00:00.000000
